,GATA2,DDX11,INO80,RBBP7,HDAC3,PAF1,BAZ2B,TAF12,SUDS3,LPIN1,BRD7,APP,WDR5,NAA50,ARID3A,HSPBAP1,KDM4D,AUTS2,NPM2,IWS1,ZNHIT1,KMT2A,PRMT3,SNW1,GATAD2A,SMYD5,CREBBP,CHD1,APBB1,MORF4L1,PHC1,KDM3A,ZBTB33,JMJD4,SMARCA1,TAF1,HMGN2,TAF2,MSL1,PBRM1,HELLS,KDM8,SETD5,RNF40,INCENP,RTF1,ACTL6A,BRPF3,DYDC2,NTMT1,SCMH1,NCOR1,SAFB,PAXBP1,MUC1,PER2,MBD3,USP22,LMNA,PRKD1,NAP1L4,ACTB,ATF2,BCL6,MYOD1,SIRT4,TAF9,MAP3K7,NOC2L,SMARCD3,BAZ2A,HIRIP3,KMT5A,SMARCAL1,LDB1,MTHFR,KDM4A,MTF2,SMARCE1,MCRS1,BRMS1L,TAF10,ELK4,WDR5B,MSL2,PHF20L1,EPC1
0.25,1.140774946683321,4.34766565630097,3.2622826105386,6.623515734070775,5.496494298005304,5.073606024672296,2.9891390073682333,4.222650022451478,3.8870377090329655,3.171527106038814,5.220716061995253,7.6081806325304004,4.607626220845488,6.390082909932078,1.8135232296962043,2.3362833878644325,0.5655971758542251,0.6825662967262649,0.1763227726404629,4.894332742277694,6.241935417186443,3.5771265347052914,3.7803066601823705,5.697245441847837,4.299391020066765,4.100557159505135,3.4093907763929048,4.037381954457169,0.9891344305369045,8.158104697595373,3.0268000593437154,3.778208193188439,2.933572638261024,3.3936907641874536,1.790772037862,3.814550059080192,8.46521914435752,4.00584900582148,5.189626794025088,3.466626972482026,3.965322548367255,1.4905701304462011,4.9271851824924475,4.987093275697479,4.237640144363047,4.124327897836625,6.208185573318646,3.3916300977906513,0.0,5.145677455195635,3.6954361433473792,4.818134398235332,5.541328444873371,3.8016759365177615,1.6484636081373978,1.3103401206121503,4.66561837229816,5.5277893364083095,6.793830834773054,0.0840642647884745,6.215096068695219,10.791488369637928,3.797012977836145,2.2971906700522418,0.0,0.6135316529179271,5.980595579113096,3.7495338689198134,5.837817077057781,2.2971906700522418,4.454175893185802,4.0959241733080525,4.752212970593913,3.3240903362408765,4.5750094346037695,2.16349873228288,3.966707240378784,3.5680315919390395,6.233332039012641,5.266599153365508,2.6507645591169022,6.101922973311739,2.8135246892978105,1.8539942672104637,2.9616233282869446,3.8109563347847315,3.078097170163641
0.5,2.608809242675524,5.164705840182799,3.6507645591169022,7.042863176247121,5.821199978056451,5.509379148914689,3.614709844115208,4.61706334388818,4.259272487037594,3.85897561429202,5.6194130105979365,8.308475556332992,5.02945288578697,6.870611313044545,2.5897634869849773,2.7463127664254587,0.8718436485093178,2.6644828403646823,0.765534746362977,5.223036337901875,6.6783536539741695,4.115199749385445,4.23112515787905,5.995936703504587,4.862451391325582,4.500164679492167,3.937344392150232,4.4409521980296365,2.992768430768924,8.641293130688673,3.763411574470007,4.20163386116965,3.37851162325373,3.819668183496456,4.152183419055046,4.273515889702116,9.038178252278817,4.4154882710497,5.560103513464738,4.106850796450224,4.612942196304665,1.8953026213333068,5.4329594072761065,5.367720513401452,4.88410945135923,4.519793486241101,6.593204354063288,3.901108243014512,0.0285691521967709,5.622637566537459,4.1906148602094975,5.25285462595139,6.0576668767997095,4.346956889378885,3.003602236680196,1.82781902461732,5.326609251005271,6.130930869826448,7.889108441924102,1.3504972470841332,6.589164236699772,11.320800548881635,4.227278994468321,3.1984941536390834,0.0,0.9855004303048848,6.396262260990105,4.137503523749935,6.3079748971135245,3.412781525338476,4.971773447193373,4.609991295212678,5.273888823668492,3.701549056943071,5.074676686294496,2.724650271732968,4.379898163524692,4.095924419998536,6.603181229013857,5.58796498888268,3.1667154449664223,6.615445725304786,3.212569338850806,2.189033824390017,3.377123749129487,4.267535798068735,3.472487771462744
0.2501,1.1416948708121892,4.34766565630097,3.2624940153756086,6.6235568786799925,5.496539229431503,5.073666260136065,2.9891390073682333,4.222650022451478,3.8871748113854303,3.171527106038814,5.221151230674359,7.608419742171559,4.607626220845488,6.39017965152101,1.814100308101787,2.3362833878644325,0.5655971758542251,0.683830119648017,0.1763227726404629,4.894332742277694,6.24206942189684,3.577296491081174,3.7811924385451876,5.697440915432155,4.2995970565727974,4.100675400792511,3.4095816873931137,4.037629022603121,0.9901563114021484,8.158175708596536,3.0268000593437154,3.778503882632562,2.933572638261024,3.3936907641874536,1.790772037862,3.814838393062997,8.465488901407287,4.005975269705263,5.18979353708647,3.466810457725427,3.965322548367255,1.4905701304462011,4.927385191964116,4.9872851498307345,4.23774766778075,4.124560515892794,6.208213008623043,3.3918233735773073,0.0,5.145677455195635,3.6959058685810215,4.818422016748958,5.541676897478277,3.8018213957730085,1.6491106355528344,1.3103401206121503,4.666257751622659,5.528097107239922,6.793922242517716,0.0840642647884745,6.215205285509137,10.79167148219629,3.797012977836145,2.297603371970293,0.0,0.6135316529179271,5.981077429658986,3.7498354941393304,5.837923472508817,2.297603371970293,4.454175893185802,4.096161416519599,4.752514036211704,3.324292875371782,4.575264743539613,2.16349873228288,3.966836976822445,3.568373654284433,6.233412922747115,5.266651846682533,2.6507645591169022,6.10212969975596,2.8135246892978105,1.8545553821540262,2.9616233282869446,3.811389914407063,3.078337363113849
