,AKAP8L,ASF1A,BCOR,BMI1,BPTF,BRD1,BRD4,CBX5,CBX8,CDYL,CDYL2,CENPA,CHD8,CRTC2,CTCF,CTNNB1,CXXC1,DR1,EHMT1,EHMT2,EP300,EPC2,HMGB4,HMGN3,IRF4,KAT6A,KDM1A,KDM2B,KDM4C,KDM5C,L3MBTL1,L3MBTL2,LCOR,LEF1,MBD2,MLLT1,MLLT3,MYOG,NCOA1,NEDD4,NIPBL,NR1H4,PAXIP1,PCGF1,PML,PRDM14,PRDM6,PRMT6,PRMT7,RBBP5,RCOR1,RING1,RLF,RRP8,RUVBL2,SATB2,SETD1B,SETDB1,SGF29,SIRT7,SMARCA4,SMCHD1,SNAI2,SUV39H1,SUZ12,TADA1,TADA3,TAF4,TAF5L,TET2,TNP1,TRIM24,TRIM28,UHRF2,WDR82,XBP1,ZBTB7B,ZMYND8
0.25,4.819923572955822,3.442280035252584,3.373648043475165,4.281326900408503,4.356848079236522,3.3298409981611847,3.9936740774923356,4.276496473580298,2.1858665453113337,3.4679313987334055,0.137503523749935,4.206721304539382,4.682854141236835,4.302319050948834,4.4780007290230035,6.312882669952421,4.527946098908258,4.596039861887283,4.433627167084783,4.645872219669647,3.800123352826528,2.978195629681652,0.0,5.923979981034142,0.0285691521967709,3.033863451866284,5.421559905633693,3.4879984788082212,2.6599245584023783,4.568335381170922,1.1309308698264486,3.488643396729972,2.5837592518676082,0.3219280948873623,4.37920505996061,3.848998430400023,2.0513710520920814,0.0,2.263034405833794,2.639232163249277,3.778208576398088,0.0,3.056583528366368,4.521364844252082,3.698774001948785,0.0,0.0285691521967709,3.30231886564243,4.4083718436388715,3.165107088624651,3.2524754198820025,4.7268308055335755,2.472487771462744,3.2288184853125568,6.3149680204325245,1.0669461350987781,2.19534759832222,4.375039263810828,3.296457220552912,4.02103541109185,5.689578698427569,3.899175630480513,0.1440316001626582,3.0347436807985027,4.116861600995838,3.1235004269131705,5.10936055940423,3.007195501404204,3.609991295212679,1.6690267655096307,0.0,2.854992672242437,8.131728271336478,3.8273108544515733,5.056365441754065,5.6926501273353525,3.3384242385239373,3.6519122881107338
0.5,5.148934104526339,3.972692654004264,3.899175630480513,4.807870078299782,4.82781902461732,3.750606504835592,4.475084882948782,4.883132015657282,2.666756591884804,3.879705766282288,0.6959938131099002,4.717539343391165,5.07724299893246,4.682011390800693,4.860466258517167,6.895544989253388,5.12969515665378,5.062208077560245,4.954196310386875,5.12391445900198,4.284662185483165,3.403267722339301,0.0,6.532161084983212,0.1110313123887439,3.564378168565064,5.914325330085303,3.968090752045256,3.1667154449664223,5.116863757690899,1.8914191868460783,3.96254902292306,3.2172307162206693,1.5058909297299572,4.878725341480106,4.43095427138573,2.954196310386876,0.0,2.782408564927373,3.353323291162897,4.1651079851445365,0.01435529297707,3.612352498752662,4.817111572795697,4.346956889378885,0.0,0.1110313123887439,3.8982083525087177,4.9415758618182375,3.5298209465286954,3.759155833800272,5.12474169241965,2.8439838440483265,3.584962500721156,6.738632746670322,2.0840642647884744,2.6644828403646823,4.844486087757799,3.726831217032493,4.5496691707264905,6.236109889889632,4.479618608469416,2.2234225499349374,3.5619370596224327,4.600507645345786,3.554588851677637,5.582556003014061,3.51096191927738,4.004501392234941,2.1342209397606338,0.0,3.418189947945766,8.65560227476211,4.357552004618084,5.546277132090075,6.271089466265599,3.949534933017012,4.266786540694901
0.2501,4.819995388471796,3.442280035252584,3.373843743367575,4.2816398491814285,4.356848079236522,3.330042731566921,3.993928745350959,4.276705805820495,2.1858665453113337,3.4681147181518917,0.137503523749935,4.206831157194516,4.6829331145384945,4.302319050948834,4.478273795596999,6.313137818316565,4.527946098908258,4.5964592189164275,4.433627167084783,4.646601434077823,3.800123352826528,2.978195629681652,0.0,5.924481116731885,0.0285691521967709,3.033863451866284,5.421654559355779,3.4887216272488213,2.6599245584023783,4.568762869048322,1.1309308698264486,3.4888241031319005,2.5840976054452263,0.3219280948873623,4.37920505996061,3.848998430400023,2.0518604200562174,0.0,2.263034405833794,2.639232163249277,3.778208576398088,0.0,3.056583528366368,4.521453171239216,3.698930215220078,0.0,0.0285691521967709,3.302524484436265,4.408658412449542,3.165559358427957,3.2529011134752808,4.727137214840705,2.472487771462744,3.2290348511173375,6.3152482782363535,1.0679143609120627,2.19534759832222,4.375234775076807,3.296663676471752,4.02116035284064,5.689657304482708,3.899175630480513,0.14586729524991604,3.0349912011742424,4.117563075779365,3.1237331784278064,5.10936055940423,3.007195501404204,3.609991295212679,1.6690267655096307,0.0,2.8552730356910088,8.131880145891314,3.827453751902181,5.056914078092961,5.692885443977461,3.3386247752903935,3.652235029503799
