,HDAC3,MSL1,MORF4L1,ELK4,CHD1,IWS1,NOC2L,PER2,HSPBAP1,LPIN1,INCENP,MSL2,SNW1,SIRT4,NCOR1,MCRS1,RBBP7,MTF2,USP22,NPM2,ACTB,SMARCD3,ZNHIT1,LMNA,SCMH1,RNF40,BAZ2A,WDR5B,GATAD2A,NTMT1,KDM4D,SMARCE1,SUDS3,PAXBP1,TAF1,RTF1,JMJD4,BAZ2B,TAF9,DDX11,KDM4A,LDB1,NAP1L4,HIRIP3,PHF20L1,TAF12,HMGN2,BRD7,SETD5,SAFB,PBRM1,ZBTB33,CREBBP,MBD3,SMARCA1,MYOD1,ARID3A,INO80,TAF10,MAP3K7,KMT2A,KDM3A,PRKD1,WDR5,APP,APBB1,PAF1,BRMS1L,SMARCAL1,AUTS2,KDM8,DYDC2,ATF2,ACTL6A,GATA2,KMT5A,PRMT3,EPC1,MUC1,BRPF3,PHC1,NAA50,MTHFR,SMYD5,TAF2,BCL6,HELLS
0.2,5.33858452900405,5.050063928066383,8.398702075052952,2.812290735849769,4.201302430650699,4.936713776323829,5.841714452752035,0.8269727773648593,2.7641793309350584,3.5217139617481314,4.214894355211142,2.838748085325458,5.69162573941768,0.5279813527169815,4.517510336554271,5.16020368109658,6.4071938456340645,3.247924309581605,5.843136073871697,0.0,10.814888970935742,3.3963289698389656,6.761439601536008,8.044441086581404,3.6944376313723093,5.051274958820047,4.296889194459096,1.9022366397439492,4.170725385578094,5.176877107583841,0.6906004035898462,6.146328542094658,3.516908073744963,3.575732127350457,3.637140449639751,3.7105745285452625,3.3263153822154368,2.90765798021422,6.167152838412995,3.990954860396993,3.9511516560345363,4.585005676092359,6.245341348312435,4.219682503410277,3.817392842593045,4.1494541289579665,8.43607007003555,4.9329899186684525,4.713361691398255,5.228530556338067,3.7536044728202613,2.804997100082256,3.106559756890708,4.08111537246388,3.446485617354685,0.0,1.4138634297219888,3.0955165538759166,6.083679169291973,3.778628573912534,3.0837181692561226,4.229264324753806,2.5660792106281702,4.228578441469107,8.237212602446114,3.730628638186413,4.69336047347451,2.7479656947774402,3.4475767679666194,0.2091066091602813,1.2448870591235344,0.0,3.7840763545348803,6.087319776379861,0.5347629898286732,4.130690577425763,3.8690504105804893,2.7380981735876073,0.8086917348474254,3.2109817103430114,3.3493562458663786,6.225305798624245,2.0928526839594723,4.1070951367672555,3.958765505922466,2.852471578766524,3.538286745225348
0.5,5.782071719519708,5.437786680533796,8.840085094823959,3.1905724557205803,4.587661246930654,5.270525843885426,6.565673231140576,1.166711866862596,3.1802277917333783,4.343289481419818,5.050702587547564,3.1818606356610797,5.93120252550417,1.035606744802632,4.8926333724895,5.423578170981798,7.026765569574486,3.727910182542458,6.1651221892328,0.2927697316763383,11.222884862065388,4.135363976646815,7.212720509148188,8.827528236349803,4.014345348834901,5.472323750321403,4.886295356736528,2.250961573533219,5.086384632185833,5.623070476976244,0.9597653881936443,6.325048422940215,3.979567447883582,4.037382757094605,4.228415392602967,4.1505267435956945,4.02967493461528,3.4547401559830657,6.604424844791048,4.768447048753722,4.266991880771762,5.076387054660579,6.525626362104607,4.698211627804347,4.21131329639527,4.59424843316528,8.864603540836468,5.219342394911965,5.299541712997062,6.009545072936497,4.16709685848645,3.510327769522907,3.7926897347471487,5.343523956043713,4.407333367069139,0.0,2.1374699892530837,3.4568037559115496,6.846053327466683,4.098449313064412,3.517899918711631,4.544387495383868,3.228813560895275,4.670157732053189,8.72467811857263,4.291308671672471,5.327147054333807,3.093379022794058,3.828279647012222,1.5423723104342337,1.572887630856739,0.1699107524616712,4.133810032588916,6.487839138301796,2.028569152196771,4.886122641651031,4.295932443768828,3.1018061446564547,1.592140147209691,3.8673101055010726,3.820178872027835,6.710934663321472,2.6276049494071163,4.46171871457631,4.245943780149778,3.5458329937609063,4.029382822093307
0.8,6.052577722232407,5.785794924802264,9.148186740666203,3.61015395962459,4.8990935490205825,5.571857942593158,7.144034997469159,1.5300487231551285,3.5648422130133386,4.699322706785722,5.585277350553814,3.3832200096347367,6.234724163977606,1.4048769438035924,5.30764703259245,5.8567397611742935,7.374865434699706,4.069111607331207,6.522075097165863,2.1263774557494215,11.787131746332845,4.7965844564770626,7.7573298068189915,9.609038147850226,4.38308191965451,5.666586166878256,5.281622580701545,2.8077586159828556,5.46623343388974,6.057643418888985,1.2091392423836358,6.760413722885804,4.384878677272612,4.596686271327826,4.6887394345381965,4.627081131782415,4.3875249327993435,3.9251567347945637,7.021111352275654,5.431081657024995,4.700110602841055,5.40448259875148,6.8644107826320475,5.092788666073467,4.900555925617767,4.878234879112339,9.372322687962736,5.515558274666095,5.728764490570065,6.362907714797924,4.698995463905408,3.9126126277245934,4.174071231710706,5.7132855391924195,4.780408376187939,0.0,2.8519067028285927,3.932608460729256,7.375601309835549,4.333563423162572,3.9596747194932336,5.0592238705262735,3.9337581018773875,5.0443350379262535,9.143997521413535,4.743404538713019,5.6310456806817895,3.492339785053932,4.0662433952982155,3.262376409964599,1.8999481584069926,0.7291110594470874,4.395470548565235,6.756959308734892,3.3928519213453483,5.33622575546876,4.671159681659548,3.4441321948056336,2.5323720767394664,4.427865405232181,4.263333404750272,7.114193559282899,3.202861313887178,4.8572646205827885,4.5810458208436104,4.160100466447988,4.568761045811209
